,survey,random_order,reason,translation,roy_categorized
7823,ecv2020,7823,L'enfant na pas encore totalise 9 mois,The child has not yet reached 9 months,NA
7824,ecv2020,7824,AVANT D OUVRIR UN FLACON DE VACCIN ON DOIT AVOIT 10 ENFANTS A VACCINE SI NON PAS DE VACCINATION,"BEFORE OPENING A VIAL OF VACCINE, THERE MUST BE 10 CHILDREN TO VACCINATE; OTHERWISE, NO VACCINATION.",NA
7825,ecv2021,7825,RUPTURES DES VACCINS,Vaccine Shortages,NA
7826,ecv2020,7826,Refus Cicatrice BCG,BCG Scar Refusal,NA
7827,ecv2021,7827,RETARD DE LA MERE,Mother's delay,NA
7828,ecv2020,7828,La m�re �tait au champs avec l'enfant dans le campement,The mother was in the fields with the child in the camp.,NA
7829,ecv2021,7829,L'ENFANT A REÇU DES VACCINS,THE CHILD RECEIVED VACCINATIONS,NA
7830,ecv2020,7830,EFFECTUER UN LONG VOYAGE POUR FAIRE TRAITER SON P�RE ( F�TICHEURS),TAKE A LONG TRIP TO GET HIS FATHER TREATED (BY WITCH DOCTORS),NA
7831,ecv2020,7831,Voyage des parents,Parents' trip,NA
7832,ecv2020,7832,IL ATTEND LE NEUVIEME MOIS,HE IS WAITING FOR THE NINTH MONTH,NA
7833,ecv2020,7833,PAR OUBLIE DE LA DATE DE RENDEZ VOUS,FOR FORGETTING THE APPOINTMENT DATE,NA
7834,ecv2020,7834,C'EST ENNUYANT D'AMENER CHAQUE FOIS L'ENFANT A LA VACCINATION,IT'S ANNOYING TO BRING THE CHILD TO VACCINATION EVERY TIME,NA
7835,ecv2021,7835,ON MA PAS DONNER LA FICHE A CAUSE DE L'ARGENT,WE DID NOT GIVE THE SHEET BECAUSE OF THE MONEY,NA
7836,ecv2020,7836,Diminue l'intelligence des enfants,Reduces children's intelligence,NA
7837,ecv2020,7837,Non respect des rendez-vous par la m�re de l'enfant,Non-compliance with appointments by the child's mother,NA
7838,ecv2021,7838,NOUS ETIONS  AU CHAMP,WE WERE IN THE FIELD,NA
7839,ecv2022,7839,ENCOUR DE VACCINATION,VACCINATION IN PROGRESS,NA
7840,ecv2020,7840,D�PLACEMENT DE PARENT HORS DU VILLAGE,PARENT'S TRAVEL OUTSIDE THE VILLAGE,NA
7841,ecv2022,7841,LE DEPLACEMENT DE KOLWEZI VERS LUBUMBASHI,THE TRAVEL FROM KOLWEZI TO LUBUMBASHI,NA
7842,ecv2020,7842,DISTANCE DE LA OU J ETE,DISTANCE FROM WHERE I WAS,NA
7843,ecv2020,7843,R�ussie le vaccin,Successfully completed the vaccination.,NA
7844,ecv2021,7844,"VAA, VAR RECU  MAIS NON MENTIONNE SUR LA CARTE","VAA, RECEIVED BUT NOT MENTIONED ON THE CARD",NA
7845,ecv2020,7845,Les infirmiers ne. Donnent pas les vaccins ',The nurses do not give the vaccines.,NA
7846,ecv2020,7846,ABSENCE DE LA M�RE A LA MAISON ET L'IGNORANCE,ABSENCE OF THE MOTHER AT HOME AND IGNORANCE,NA
7847,ecv2020,7847,MANQUE  DE MOTIVATION,LACK OF MOTIVATION,NA
7848,ecv2022,7848,REFUS DES INJECTIONS,REFUSAL OF INJECTIONS,NA
7849,ecv2021,7849,Greve du personnel,Staff strike,NA
7850,ecv2020,7850,Campagne agricole,Agricultural campaign,NA
7851,ecv2020,7851,A RE�U VACCIN MAIS NON INSCRIT DANS LA CARTE,Received vaccine but not recorded on the card,NA
7852,ecv2020,7852,N APAS ENCORE TOTALISE 9MOIS,N HAS NOT YET TOTALIZED 9 MONTHS,NA
7853,ecv2021,7853,ENFANT ETAIT EN CAMPEMENT AVEC L'ENFANT,CHILD WAS AT CAMP WITH THE CHILD,NA
7854,ecv2020,7854,Le papa avait refuser de faire vacciner son enfant,The father had refused to vaccinate his child.,NA
7855,ecv2021,7855,LA SÉANCE COMMENCE TOUJOURS EN RETARD,THE SESSION ALWAYS STARTS LATE,NA
7856,ecv2022,7856,MOUVEMENT  DE DEPLACEMENT SUITE A LA GUERRE,MOVEMENT OF DISPLACEMENT DUE TO THE WAR,NA
7857,ecv2020,7857,ON HABIT� LOIN DU CENTRE O� LES ACTIVIT�S DE VACCINATION SE TENAIENT,WE LIVED FAR FROM THE CENTER WHERE THE VACCINATION ACTIVITIES WERE TAKING PLACE.,NA
7858,ecv2020,7858,N 'A PAS RE�U AUTTRES VACCINS,HAS NOT RECEIVED OTHER VACCINES,NA
7859,ecv2020,7859,Le d�placement de la famille,The relocation of the family,NA
7860,ecv2020,7860,Les prestataires n'ont pas donn� un autre rendez-vous,The service providers did not give another appointment.,NA
7861,ecv2020,7861,N'A PAS ATTEINT 9 MOIS,DID NOT REACH 9 MONTHS,NA
7862,ecv2020,7862,N A PAS ATTEINT L' AGE POUR VAR ET VAA,HAS NOT REACHED THE AGE FOR VAR AND VAA,NA
7863,ecv2021,7863,On m'avait  dit  il attendre bles POUR  ouvrir  le vaccin,I was told to wait until injured to open the vaccine.,NA
7864,ecv2020,7864,L'�ge,The age,NA
7865,ecv2022,7865,PEUR DES EFFETS SECONDAIRES,Fear of side effects,NA
7866,ecv2021,7866,Déplacement des parents,Parents' travel,NA
7867,ecv2020,7867,D�placement dans les mines,Movement in the mines,NA
7868,ecv2020,7868,D�placement dans de campement agricoles,Movement in agricultural camps,NA
7869,ecv2020,7869,N'AYANT PAS ENCORE ATTEINT L'�GE DE 9MOIS,NOT YET REACHED THE AGE OF 9 MONTHS,NA
7870,ecv2020,7870,AGE MOINS DE HUIT ANS,AGE LESS THAN EIGHT YEARS,NA
7871,ecv2020,7871,"L'INFIRME TITULAIRE ( IT ) D'AIRE D� SANT� SWAMASANGU A REFUSE DE DONN�ES AUX ENFANTS DE LA VILLAGE MAMBAMBA LAS VACCIN, POUR UNE CONFLIT D'UNE BICYCLETTE DE RE.CO",THE PERMANENT NURSE (IT) OF SWAMASANGU HEALTH AREA REFUSED TO GIVE VACCINES TO THE CHILDREN OF MAMBAMBA VILLAGE DUE TO A BICYCLE DISPUTE.,NA
7872,ecv2020,7872,ORPHELINS N�GLIGENCE,NEGLIGENT ORPHANS,NA
7873,ecv2021,7873,FOYER AU CAMPEMENT,Campfire,NA
7874,ecv2021,7874,VIENS D'ARRIVER DE LUENA,JUST ARRIVED FROM LUENA,NA
7875,ecv2022,7875,ABANDON DU VILLAGE SUITE AU CONFLIT ETHNIQUE,ABANDONMENT OF THE VILLAGE DUE TO ETHNIC CONFLICT,NA
7876,ecv2020,7876,LE VACCINATEUR N'ARRIVE AUX CAMPEMENTS,THE VACCINATOR DOES NOT ARRIVE AT THE CAMPS,NA
7877,ecv2020,7877,J'avais perdu mon jeune fr�re suite au vaccin ANSI je refuse de faire vacciner mon enfant.,"I had lost my young brother due to the vaccine, therefore I refuse to have my child vaccinated.",NA
7878,ecv2020,7878,Les parents �taient en d�placement,The parents were traveling.,NA
7879,ecv2020,7879,D�placement des parents,Travel of the parents,NA
7880,ecv2020,7880,Doit compl�ter la derni�re dose de VAAetVAR,Must complete the last dose of VAA and VAR,NA
7881,ecv2021,7881,Pas une autre raison,Not another reason,NA
7882,ecv2020,7882,ENFANT ABSENT PENDANT LA VACCINATION,ABSENT CHILD DURING VACCINATION,NA
7883,ecv2021,7883,INTRANTS PARFOIS NON DISPONIBLES,INPUTS SOMETIMES NOT AVAILABLE,NA
7884,ecv2021,7884,NOUS PASSONS UNE PARTIE DE NOTRE TEMPS DANS LES CAMPEMENTS,We spend part of our time in the camps.,NA
7885,ecv2022,7885,LONG VOYAGE DE TOUT LE MENAGE,LONG JOURNEY OF THE WHOLE HOUSEHOLD,NA
7886,ecv2020,7886,ENFANT MOINS DE 9MOIS PORSUIT SON CALENDRIER VACCINAL,CHILD UNDER 9 MONTHS CONTINUES THEIR VACCINATION SCHEDULE,NA
7887,ecv2020,7887,FAIBLE SENSIBILISATION COMMU AUTAITE SUR LA VACCINATION,LOW COMMUNITY AWARENESS ABOUT VACCINATION,NA
7888,ecv2020,7888,LE VACCINATEUR NE VEUT PAS VACCINER MOINS DE 10 ENFANTS,THE VACCINATOR DOES NOT WANT TO VACCINATE FEWER THAN 10 CHILDREN,NA
7889,ecv2021,7889,CS FERME POUR LA GRÈVE DES INFIRMIERS,CS CLOSED DUE TO NURSES' STRIKE,NA
7890,ecv2020,7890,AUCUNE S�ANCE VACCINATION  SUITE AU CORONA VIRUS,NO VACCINATION SESSION FOLLOWING THE CORONAVIRUS,NA
7891,ecv2020,7891,INSTABILIT� DUE AUX VOYAGES,INSTABILITY DUE TO TRAVEL,NA
7892,ecv2020,7892,Je voyage trop avec Gloire,I travel too much with Glory,NA
7893,ecv2020,7893,Champs et n�gligence,Fields and negligence,NA
7894,ecv2020,7894,N'a pas encore accompli 9 mois pour le vaccin correspondant,Has not yet completed 9 months for the corresponding vaccine.,NA
7895,ecv2022,7895,GUERRE ETHNIQUE,ETHNIC WAR,NA
7896,ecv2021,7896,TOUS LES VACCINS REÇUS MAIS PAS MENTIONNÉS PAR LES PRESTATAIRES,ALL VACCINES RECEIVED BUT NOT MENTIONED BY PROVIDERS,NA
7897,ecv2020,7897,Doit compl�ter les doses de VAAet  VAR,Must complete the doses of VAA and VAR,NA
7898,ecv2021,7898,SITE DE VACCINATION NON CONNU,UNKNOWN VACCINATION SITE,NA
7899,ecv2022,7899,"PAR FOIS OUBLIE CARTE A LA MAISON POUR CROCHER SELON SA MAMAN, ENFANT A RECU TOUS LES VACCIN DE SON AGE","SOMETIMES FORGOT THE CARD AT HOME FOR CROCHETING ACCORDING TO HIS MOTHER, CHILD RECEIVED ALL AGE-APPROPRIATE VACCINES",NA
7900,ecv2020,7900,CALENDRIER VACCINALE  EN COURS,CURRENT VACCINATION SCHEDULE,NA
7901,ecv2020,7901,A PEINE R�ALISER 9 MOIS,BARELY REALIZED 9 MONTHS,NA
7902,ecv2020,7902,Visite de leur grand p�re dans village voisin,Visit to their grandfather in the neighboring village,NA
7903,ecv2020,7903,J ETAIS AU CHAMPS,I WAS IN THE FIELDS,NA
7904,ecv2022,7904,LES PARENTS RESTENT DANS LE CAMPEMENT AVEC LES ENFANTS  POUR LES TRAVAUX CHAMPETRES,THE PARENTS REMAIN IN THE CAMP WITH THE CHILDREN FOR FIELD WORK,NA
7905,ecv2020,7905,Je vais demander � sa m�re qui ma�trise la situation,I will ask his mother who has the situation under control.,NA
7906,ecv2020,7906,VACCINATION EN COURT,VACCINATION IN PROGRESS,NA
7907,ecv2020,7907,"L'ENFANT N'A QUE 6 MOIS,N'A PAS MANQUE DE SEANCE DE VACCINATION SEULEMENT CEUX DES STRATEGIES AVANC�ES",The child is only 6 months old and has not missed any vaccination sessions except for those advanced strategies.,NA
7908,ecv2020,7908,ATTEND SON RENDEZ VOUS,WAIT FOR HIS APPOINTMENT,NA
7909,ecv2020,7909,Campagne Chenille,Caterpillar Campaign,NA
7910,ecv2020,7910,L'ENFANT A 7MOIS IL LUI RESTE 2 MOIS POUR  RECEVOIR LE VAA ET LE VAR,"THE CHILD IS 7 MONTHS OLD, HE HAS 2 MONTHS LEFT TO RECEIVE THE VAA AND VAR.",NA
7911,ecv2021,7911,LONG VOYAGE,LONG JOURNEY,NA
7912,ecv2020,7912,RESTE VAAet VAR,REST API and VAR,NA
7913,ecv2020,7913,"RUPTURE, L' ENFANT N' A PAS ENCORE ATTEINT 9MOIS","BREACH, THE CHILD HAS NOT REACHED 9 MONTHS YET",NA
7914,ecv2021,7914,ON DEMANDÉ L ARGENT POUR LA PESÉE,WE ASKED FOR MONEY FOR THE WEIGHING,NA
7915,ecv2022,7915,CONFLITS INTER COMMUNAUTAIRE,INTER-COMMUNITY CONFLICTS,NA
7916,ecv2020,7916,NEGLI GENCE PURE ET SIMPLE DE LA MERE,PURE AND SIMPLE NEGLIGENCE OF THE MOTHER,NA
7917,ecv2020,7917,�a reste celui de 9mois,It remains that of 9 months.,NA
7918,ecv2021,7918,L’ENFANT ETAIT DANS UNE AUTRE VILLAGE,THE CHILD WAS IN ANOTHER VILLAGE,NA
7919,ecv2021,7919,ENFANT ABSENTE LES JOURS DE RENDEZ-VOUS,CHILD ABSENT ON APPOINTMENT DAYS,NA
7920,ecv2020,7920,Enfant inf�rieur a 9 mois,Child under 9 months,NA
7921,ecv2022,7921,"LONGUE DISTANCE DE MARCHE, SIX KILOMÈTRES DE MARCHE POUR ATTEIDRE LE CS","LONG WALKING DISTANCE, SIX KILOMETERS OF WALKING TO REACH THE CS",NA
7922,ecv2020,7922,CALENDRIER VACCINAL EN COIRS,VACCINATION SCHEDULE IN HORSES,NA
7923,ecv2020,7923,FUITE DE LA GUERRE,ESCAPE FROM THE WAR,NA
7924,ecv2020,7924,SUIT SON CALENDRIER,FOLLOWS HIS SCHEDULE,NA
7925,ecv2020,7925,ABSCENCE DE SA MERE,Absence of his/her mother,NA
7926,ecv2020,7926,La famille �tait en d�placement au village.,The family was traveling to the village.,NA
7927,ecv2022,7927,ENFANT NÉ DANS UN VILLAGE ÉLOIGNÉ,CHILD BORN IN A REMOTE VILLAGE,NA
7928,ecv2020,7928,Un bon nombre des jours au campement,A good number of days at the campsite,NA
7929,ecv2020,7929,La maman �tait avec l'enfant dans de campement agricoles,The mother was with the child in the agricultural camp.,NA
7930,ecv2020,7930,MORT DE LA MERE DE L'ENFANT,DEATH OF THE CHILD'S MOTHER,NA
7931,ecv2020,7931,ELLE A DEJA RECU TOUT LES VACCIN PAR RAPPORT A SON AGE,SHE HAS ALREADY RECEIVED ALL THE VACCINATIONS FOR HER AGE,NA
7932,ecv2020,7932,MERE ABSENTE DU VILLAGE AVEC ENFANT LE JOUR DE VACCINATION,MOTHER ABSENT FROM THE VILLAGE WITH CHILD ON VACCINATION DAY,NA
7933,ecv2020,7933,Pour rien,For nothing,NA
7934,ecv2021,7934,MON DEPLACEMENT POUR LA VILLE DE KANANGA,MY TRIP TO THE CITY OF KANANGA,NA
7935,ecv2020,7935,FAMILLE EN D�PLACEMENT POUR RAISON DE COMMERCE,FAMILY TRAVELING FOR BUSINESS REASONS,NA
7936,ecv2021,7936,MUTATION DE MON MARI,TRANSFER OF MY HUSBAND,NA
7937,ecv2021,7937,À CAUSE DE LA COVID19,Due to COVID-19,NA
7938,ecv2021,7938,MALADIE DE LA MAMAN,MOTHER'S ILLNESS,NA
7939,ecv2020,7939,Attend le RDV pour le VAA et VAR,Waiting for the appointment for the VAA and VAR,NA
7940,ecv2022,7940,CARTE GARDEE AU CS,CARD KEPT AT CS,NA
7941,ecv2021,7941,MANQUE D'INFORMATION SUR LE CALENDRIER VACCINALE,LACK OF INFORMATION ON THE VACCINATION SCHEDULE,NA
7942,ecv2020,7942,Perte de la carte,Loss of the card,NA
7943,ecv2021,7943,DÉPLACEMENT DES PARENTS DANS UN CAMPEMENT ÉLOIGNÉ DU POSTE DE SANTÉ WELI.,Parents' relocation to a camp far from the Weli health post.,NA
7944,ecv2021,7944,MANQUE DE MOYEN POUR L’ACHAT DE LA CARTE,LACK OF FUNDS FOR PURCHASING THE CARD,NA
7945,ecv2020,7945,"L'ENFANT EST N� EN OUGANDA, ET A SUIVI LA VACCINATION L� PUIS AVEC LA FERMETURE DE LA FRONTI�RE LORS DE CONFINEMENT C'�TAIT DIFFICILE DE TRAVERSER LA FRONTI�RE","THE CHILD WAS BORN IN UGANDA AND RECEIVED VACCINATIONS THERE. WITH THE BORDER CLOSURE DURING LOCKDOWN, IT WAS DIFFICULT TO CROSS THE BORDER.",NA
7946,ecv2022,7946,Déplacement,Movement,NA
7947,ecv2020,7947,DATE DES RENDEZ-VOUS IGNOR� PAR LA M�RE,DATE OF APPOINTMENTS IGNORED BY THE MOTHER,NA
7948,ecv2020,7948,PARESSE DE LA MERE,MOTHER'S LAZINESS,NA
7949,ecv2020,7949,LES VACCINATEURS NE SONT PAS ENCORE PASS�S..,THE VACCINATORS HAVE NOT YET BEEN..,NA
7950,ecv2021,7950,VIENNENT DE L'ANGOLA,COME FROM ANGOLA,NA
7951,ecv2022,7951,NOUS ETIONS DANS DES CARRIÈRES MINIÈRES LORS DE LA VACCINATION DES ENFANTS,WE WERE IN MINING QUARRIES DURING THE VACCINATION OF THE CHILDREN,NA
7952,ecv2020,7952,M�RE EN DEPLACEMENT,MOTHER AWAY,NA
7953,ecv2022,7953,LA FICHE BIEN COMPLETEE ENTRE LES MAINS DES AGENTS PEV,THE FORM PROPERLY FILLED OUT IN THE HANDS OF PEV AGENTS,NA
7954,ecv2020,7954,L'enfant attend encore son neuvi�me mois pour parachever avec les autres s�ances,The child is still waiting for the ninth month to complete with the other sessions.,NA
7955,ecv2020,7955,JUSTE APRES SA NAISSANCE NOUS SOMMES PARTIS AU CHAMP,JUST AFTER HIS BIRTH WE WENT TO THE FIELD,NA
7956,ecv2020,7956,DEPLACEMENT DE LA MERE AVEC L'ENFANT,Movement of the mother with the child,NA
7957,ecv2020,7957,M�RE ETAIT AU CHAMPS,MOTHER WAS IN THE FIELDS,NA
7958,ecv2021,7958,MÈRE AU CHAMPS,MOTHER IN THE FIELDS,NA
7959,ecv2022,7959,DEUIL FAMILIALE CHEZ LA MERE,FAMILY MOURNING WITH THE MOTHER,NA
7960,ecv2020,7960,"QUAND LES VACCINATEURS PASSENT, MOI JE SUIS D�J� AU CHAMP OU � LA RIVI�RE.","WHEN THE VACCINATORS COME BY, I AM ALREADY IN THE FIELD OR BY THE RIVER.",NA
7961,ecv2021,7961,L'IT NE PARLE PAS DE VACCINATIONS,IT DOES NOT TALK ABOUT VACCINATIONS,NA
7962,ecv2020,7962,ON ATTEND LE JOUR DU RENDEZ VOUS POUR LE PROCHAIN VACCIN,WE ARE WAITING FOR THE DAY OF THE APPOINTMENT FOR THE NEXT VACCINE,NA
7963,ecv2020,7963,Il n a pas encore 9 mois,He is not yet 9 months old,NA
7964,ecv2022,7964,EST ALLE AU DEUIL,WENT TO THE MOURNING,NA
7965,ecv2020,7965,"De fois, nous ne sommes pas inform� de la vaccination du mois.","Sometimes, we are not informed about the vaccination of the month.",NA
7966,ecv2020,7966,Absence de la m�re !ors des vaccination,Absence of the mother during vaccinations,NA
7967,ecv2022,7967,DÉPLACEMENT AU CAMPEMENTS PENDANT 6 MOIS,Move to the camps for 6 months,NA
7968,ecv2020,7968,LE P�RE DE L ENFANT NA PAS CONFIANCE AU VACCIN,THE CHILD'S FATHER DOESN'T TRUST THE VACCINE,NA
7969,ecv2021,7969,CRAINTES DE VACCINS CONTRE LE COVID19,FEARS OF COVID-19 VACCINES,NA
7970,ecv2021,7970,NE AILLEURS,NOWHERE ELSE,NA
7971,ecv2021,7971,Rota NON connu,Rota NOT known,NA
7972,ecv2020,7972,"ACCOUCHEMENT A DOMICILE ,PAS D' IMPORTANCE  POUR LE VACCIN","HOME BIRTH, NO IMPORTANCE FOR THE VACCINE",NA
7973,ecv2020,7973,MALADIE DE LA MERE,MOTHER'S DISEASE,NA
7974,ecv2021,7974,ROTA PAS ENCORE  INTRODUIT,ROTA NOT YET INTRODUCED,NA
7975,ecv2022,7975,LEVOYAGE,THETRIP,NA
7976,ecv2020,7976,MAMAN ABSENTE,MOTHER ABSENT,NA
7977,ecv2020,7977,Pas de temps possible,No time possible,NA
7978,ecv2020,7978,ELLE A 8 MOIS,SHE IS 8 MONTHS OLD,NA
7979,ecv2020,7979,VACCINS NON VDISPONIBLE,VACCINES NOT AVAILABLE,NA
7980,ecv2022,7980,MERE ÉTAIT EN VOYAGE,MOTHER WAS TRAVELING,NA
7981,ecv2020,7981,Les relais n'ont pas sensibilis�,The relays did not raise awareness.,NA
7982,ecv2021,7982,LA RUPTURE  DE STOCK LEURS ENNUYE,The stock outage bothers them.,NA
7983,ecv2020,7983,Oublie par la m�re,Forgotten by the mother,NA
7984,ecv2020,7984,L ENFANT N A PAS ENCLORE EU 9 MOIS,THE CHILD HAS NOT ENCLOSED FOR 9 MONTHS,NA
7985,ecv2020,7985,JOEL NA PAS RECU AUCUNE VACCIN SUITE A UNE MALADIE APARTIR DE LA MATERNIT�  (KASHELELEKA ),JOEL DID NOT RECEIVE ANY VACCINATION DUE TO AN ILLNESS SINCE BIRTH (KASHELELEKA),NA
7986,ecv2020,7986,Pas re�u le vaccin de 9 mois,Did not receive the 9-month vaccine,NA
7987,ecv2020,7987,"Marie a 8mois ,elle continue � prendre ses vaccins.","Marie is 8 months old, she continues to get her vaccinations.",NA
7988,ecv2020,7988,LA M�RE �TAIT EN D�PLACEMENT,THE MOTHER WAS TRAVELING,NA
7989,ecv2020,7989,NON RESPECT DE RDV DE VACCINATEURS,FAILURE TO ATTEND VACCINATORS' APPOINTMENTS,NA
7990,ecv2022,7990,VOYAGE DE LA MÈRE DE L'ENFANT,TRIP OF THE CHILD'S MOTHER,NA
7991,ecv2022,7991,VOYAGE EN BROUSSE DE TOUTE LA FAMILLE POUR LES TRAVAUX DE CHAMPS,TRIP TO THE BUSH WITH THE WHOLE FAMILY FOR FIELD WORK,NA
7992,ecv2020,7992,L'AGE NON ATTEINT POUR LE DERNIER VACCIN,AGE NOT REACHED FOR THE LAST VACCINE,NA
7993,ecv2020,7993,ABSENCE DE VACCIN,LACK OF VACCINE,NA
7994,ecv2020,7994,�g�,Hello,NA
7995,ecv2020,7995,LE VACCINATEUR N'ARRIVE PAS AUX CAMPEMENTS,THE VACCINATOR DOES NOT REACH THE CAMPS,NA
7996,ecv2020,7996,Occupations multiples,Multiple occupations,NA
7997,ecv2020,7997,L'ENFANT N'A PAS ENCORE ATTEINT L'AGE DE 9 MOIS,THE CHILD HAS NOT YET REACHED THE AGE OF 9 MONTHS,NA
7998,ecv2021,7998,DEPLACEMENT PENDANT LE CALENDRIER VACCINAL,TRAVEL DURING THE VACCINATION SCHEDULE,NA
7999,ecv2020,7999,LA MAMA EST TROP OCCUP�,MOM IS TOO BUSY,NA
8000,ecv2021,8000,LA GREVE DES CENTRES,THE STRIKE OF THE CENTERS,NA
8001,ecv2020,8001,"J'�tais dans des kilom�tres, je n'ai pas pu amener mon enfant � la vaccination","I was miles away, I couldn't take my child to the vaccination.",NA
8002,ecv2020,8002,�TAIT  � UN DEUIL,WAS IN MOURNING,NA
8003,ecv2021,8003,RUPTURE DE STOCK  ET VOYAGE,Out of stock and travel,NA
8004,ecv2022,8004,La mère  était dans la forêt,The mother was in the forest,NA
8005,ecv2021,8005,NEGLIGENCE DE LA MERE POUR  NE PAS PROTEGER LA FICHE DE L'ENFANT,NEGLIGENCE OF THE MOTHER FOR NOT PROTECTING THE CHILD'S FILE,NA
8006,ecv2020,8006,"�tant enseignante, je n'ai pas assez souvent le temps d'accompagner l'enfant au site de vaccination.","Being a teacher, I don't often have enough time to accompany the child to the vaccination site.",NA
8007,ecv2020,8007,L'enfant n'a que 6mois et son calendrier est en cours.,The child is only 6 months old and their schedule is ongoing.,NA
8008,ecv2022,8008,PAS SUR DE VACCIN,NOT SURE ABOUT VACCINE,NA
8009,ecv2020,8009,ATTITUDE NEGATIVE DU VACCINATEUR,NEGATIVE ATTITUDE OF THE VACCINATOR,NA
8010,ecv2020,8010,Julie n'a pas encore atteint 9 mois pour VAR et VAA,Julie has not yet reached 9 months for VAR and VAA.,NA
8011,ecv2020,8011,Ruptures et l'attente de VAA et VAR,Breakdowns and waiting for AOB and RAB,NA
8012,ecv2020,8012,CRAINTE DE COVID,FEAR OF COVID,NA
8013,ecv2020,8013,N'a pas atteint 9mois,Has not reached 9 months,NA
8014,ecv2020,8014,PAS DE TEMPS POUR PARTIR AU CS,NO TIME TO GO TO THE CS,NA
8015,ecv2020,8015,Attent la date pour le vaccin de la fin,Awaiting the date for the final vaccine.,NA
8016,ecv2022,8016,EMPECHEMENT DE LA MERE,Prevention of the Mother,NA
8017,ecv2020,8017,M�re absente pendant les seances,Mother absent during the sessions,NA
8018,ecv2021,8018,BUNDU DIA KONGO,BUNDU DIA KONGO,NA
8019,ecv2020,8019,"On nous n�glige ,puis les vaccin na on qu'un int�r�t sur la sant� des non enfants.",We are neglected; then vaccines only have an interest in the health of non-children.,NA
8020,ecv2020,8020,Ne et grandit dans le campement,Born and raised in the camp.,NA
8021,ecv2020,8021,Encore en cours,Still in progress,NA
8022,ecv2020,8022,BEAUCOUP DES VOYAGE,A lot of traveling,NA
8023,ecv2021,8023,NÉGLIGENCE DE LA,Negligence of the,NA
8024,ecv2020,8024,D�PLACEMENT DU DOMICILE POUR LE CHAMPS PENDANT UNE LONGUE DUREE,MOVEMENT FROM HOME TO THE FIELD FOR A LONG PERIOD,NA
8025,ecv2020,8025,IGNORENCE DE L'IMPORTENCE,IGNORANCE OF IMPORTANCE,NA
8026,ecv2022,8026,RUPTURE DES VACCINS,Vaccine Shortage,NA
8027,ecv2022,8027,MAQUIS DANS LES CAMPEMENTS LOINTAINS,MAQUIS IN THE DISTANT CAMPS,NA
8028,ecv2021,8028,IT MA DIT FINI,IT TOLD ME FINISHED,NA
8029,ecv2021,8029,VOIR PRECEDEMENT,SEE ABOVE,NA
8030,ecv2021,8030,PARTIR  AU CHAMP,GO TO THE FIELD,NA
8031,ecv2020,8031,LA MAMAN ETAIT A LA CAMPAGNE AVEC L'ENFANT PENDANT LONGTEMPS,THE MOTHER WAS IN THE COUNTRYSIDE WITH THE CHILD FOR A LONG TIME,NA
8032,ecv2022,8032,LES PRESTATAIRES NE COCHE PAS SUR LA CARTE DE VACCINATION,THE PROVIDERS DO NOT CHECK THE VACCINATION CARD,NA
8033,ecv2020,8033,PAS EU DES INJECTIONS,NO INJECTIONS GIVEN,NA
8034,ecv2020,8034,ENFANT ATTEND LE VACCIN DE 9 MOIS,CHILD AWAITS 9-MONTH VACCINE,NA
8035,ecv2022,8035,INNONDATION DE LA STRUCTURE,FLOODING OF THE STRUCTURE,NA
8036,ecv2020,8036,A LA PREMI�RE DOSE LE PIED DE MON FILS S'EST ENFL� DEPUIS L'OR J'AI'PEUR,AT THE FIRST DOSE MY SON'S FOOT SWELLED SINCE THEN I'VE BEEN AFRAID,NA
8037,ecv2022,8037,SEULE SEANCE ORGANISEE EN AVANCEE DEPUIS SA NAISSANCE,ONLY SESSION ORGANIZED AHEAD SINCE ITS INCEPTION,NA
8038,ecv2020,8038,REFUS D'ALLER A LA CPS,REFUSAL TO GO TO THE CPS,NA
8039,ecv2020,8039,PAS DE RENDEZ VOUS POUR LA CPS,NO APPOINTMENT FOR THE CPS,NA
8040,ecv2021,8040,NE SAIS PAS,DON'T KNOW,NA
8041,ecv2021,8041,GRÈVE,Strike,NA
8042,ecv2020,8042,L'�ge de l'enfant,The child's age,NA
8043,ecv2021,8043,GONFLEMENT DE LA CUISSE GAUCHE APRES AVOIR RECU LE VACCIN,Swelling of the left thigh after receiving the vaccine,NA
8044,ecv2020,8044,Nous �tions au champs.,We were in the field.,NA
8045,ecv2020,8045,L'ENFANT ATTEND SON RENDEZ-VOUS,THE CHILD IS WAITING FOR HIS APPOINTMENT,NA
8046,ecv2020,8046,Enfant a re�u le rota 1  et 3 . les vaccinateurs n'ont pas �crit sur la carte .,Child received rota 1 and 3. The vaccinators did not write on the card.,NA
8047,ecv2020,8047,OCCUPATIONS CHAMP�TRES,Rural Occupations,NA
8048,ecv2021,8048,LE DÉPLACEMENT VERS UN AUTRE MILIEU,THE MOVE TO ANOTHER ENVIRONMENT,NA
8049,ecv2021,8049,ALLER AVEC L'ENFANT DANS LA FORET POUR CULTIVER ET RECOLTER,GO WITH THE CHILD INTO THE FOREST TO CULTIVATE AND HARVEST,NA
8050,ecv2021,8050,ENFANT  ENCORE  PETIT,CHILD STILL SMALL,NA
8051,ecv2020,8051,Rendez-vous le 28/10/2020,Appointment on 10/28/2020,NA
8052,ecv2021,8052,VOYAGE Â LA FERME,TRIP TO THE FARM,NA
