survey,random_order,reason,translation,roy_categorized
ecv2020,8285,L'ENFANT N'A PAS ENCORE REALISE L'AGE DE 9MOIS ET AUSSI LES RUPTURES DES VACCINS,,
ecv2022,8286,DEPLACEMENT POUR LE CHAMP AVEC L’ENFANT,,
ecv2020,8287,NEGLIGEANCE DE LA MAMAN,,
ecv2020,8288,PAS DE CONFIANCE A LA VACCINATION,,
ecv2020,8289,CRAINTE DE LA DECLATION DE MUYEMBE APROPOS DE VACCIN DE COVID,,
ecv2022,8290,MERE EPROUVE,,
ecv2021,8291,PEUR DU CORONA VIRUS,,
ecv2021,8292,ICI  ON  NE  VACCINE  PAS,,
ecv2021,8293,OBLIGATION DE PAYER UNE AUTRE CARTE PAR RAPPORT A CELLE QUE JE DETENAIS,,
ecv2020,8294,PAS ASSEZ D'INFORMATIONS � PROPOS DE DIFF�RENTS TYPES DE VACCINS,,
ecv2020,8295,MANQUE DE MOTIVATION  DE LA MERE,,
ecv2020,8296,ALA RECHERHE DE QUOI MANG�,,
ecv2020,8297,Pauline reste longtemps avec sa maman au c champ et n' a pas le temps pour enttandre la vaccination,,
ecv2020,8298,LA MAMAN EST TROP OCCUP�,,
ecv2020,8299,La maman �tait aller avec l'enfant dans de campement agricoles pour r�colter le riz,,
ecv2020,8300,RUPTURE AU CENTRE,,
ecv2021,8301,CS DE SANTÉ FERMÉ SONT FERMÉS,,
ecv2020,8302,M�RE ET ENFANT EN VOYAGE,,
ecv2022,8303,Naissance à la maison,,
ecv2022,8304,LA MAMAN ETAIT MALADE IL N Y AVAIT PERSONNE POUR AMENER L ENFANT,,
ecv2020,8305,Moins de 9 mois �ge non atteint,,
ecv2020,8306,ABSENCE D'UNE STRUCTURE SANITAIRE DANS LEUR VILLAGE,,
ecv2021,8307,FAIBLESE DE PARENT,,
ecv2020,8308,LA MAMAN ETAIT EN BROUSE AVEC L'ENFANT,,
ecv2020,8309,L'enfant na pas encore totalis� l'�ge pour prendre d'autre vaccin,,
ecv2021,8310,CS ÉTAIT FERMÉ,,
ecv2021,8311,MOYEN LIMITÉ,,
ecv2020,8312,PAS DE CARTE DE VACCINATION POUR RESPECTE LE RENDEZ-VOUS,,
ecv2021,8313,REFUSE LA VACCINATION,,
ecv2020,8314,N�GLIGENCE DE LA M�RE ET OUBLI,,
ecv2020,8315,D�PLACEMENT FAMILIAL VERS LE CHAMPS � PLUSIEURS KILOM�TRES DU CENTRE DE SANT�,,
ecv2020,8316,LA M�RE AVAIT VOYAG�,,
ecv2020,8317,SUITE AUX VOYAGES,,
ecv2021,8318,LA GREVE,,
ecv2020,8319,MERE NON DISPONIBLE,,
ecv2022,8320,MERE EN DEUIL,,
ecv2020,8321,"M�re absente pendant la s�ance , enfant inf�rieur a neuf mois",,
ecv2021,8322,"A cause de l,argent pour la carte",,
ecv2021,8323,ENFANT  NEE A MASEKE SANS STRUCTURES  SANITAIRES,,
ecv2021,8324,CRAINTE LES ATTAQUES DES PRESTATAIRES POUR  SA NEGLIGEANTE,,
ecv2020,8325,ILS ETAIENT ABSENT A KIN MAIS IL VA RECUPERE CETTE SEMAINE,,
ecv2020,8326,A CAUSE DE NOTRE DEPLACEMENT VERS LE CHAMP,,
ecv2020,8327,CRAINTE  DE RECEVOIR  LA COVID19,,
ecv2021,8328,INTRODUCTION ROTA 3,,
ecv2020,8329,SON PAPA REFUSE DE VACCCINER SON ENFANT,,
ecv2021,8330,ABSENCE,,
ecv2020,8331,MERE S'ETAIT D�PLAC�E,,
ecv2022,8332,LA GREVE DES INFIRMIERS INFIRMIÈRS,,
ecv2020,8333,Elle n'a pas encore atteint l'�ge,,
ecv2020,8334,il attend le 9 mois pour qu'il soit compl�tement vaccin�,,
ecv2020,8335,Vaccin encours,,
ecv2020,8336,L' enfant est encore trop jeune,,
ecv2021,8337,GREVE DES MEDECINS AU CENTRE DE SANTE,,
ecv2021,8338,ABSENCE  DU SUIVI DE EFFETS SECONDAIRES PAR LES INFIRMIERS,,
ecv2020,8339,ATTENDU INFERIEUR A 10,,
ecv2020,8340,CONTRE TEMPS,,
ecv2021,8341,PAS D'INFORMATIONS DE LA PART DE CENTRE DE VACCINATION,,
ecv2021,8342,DEPLACEMENT APRES LA NAISSANCE,,
ecv2022,8343,LES PRESTATAIRES N'ECRIVAIT PAS SUR LA CARTE DE VACCINATION,,
ecv2021,8344,A CAUSE DE DÉPLACEMENTS,,
ecv2021,8345,FERMETURE DU CENTRE DE SANTE,,
ecv2021,8346,REFUS DU CONJOINT,,
ecv2020,8347,M�RE AVAIT DIVORC�,,
ecv2021,8348,DÉPLACEMENT SUITE A INSÉCURITÉ,,
ecv2020,8349,L'ENFANT N'A PAS ENCORE FINI SON CALENDRIIER VACCINAL,,
ecv2020,8350,LA MAMAN DE L'ENFANT A CHANG� LE MILIEU OU ELLE HABITE POUR UN AUTRE VILLAGE ET EN PLUS DE CELA L'ENFANT N'A PAS ENCORE ATTEINT L'AGE DE 9 MOIS,,
ecv2022,8351,RAISON DE DEPLACEMENT,,
ecv2020,8352,"Moi, sa m�re j'ai d�j� re�u plusieurs vaccins pendant les grossesses ant�rieures et les infirmiers m'ont dit que les vaccins que je re�ois vont prot�ger aussi mes enfants.",,
ecv2020,8353,Henriette n'a pas encore totalis� 9 mois pour recevoir le VAR et VAA.,,
ecv2021,8354,GREVE DES PERSONNELS,,
ecv2022,8355,DEPLACEMENT DES PARENTS,,
ecv2020,8356,LES VACCINS DIMINUE L'INTELLIGENCE DE L'ENFANT,,
ecv2020,8357,POROVOQUE LA FIEVRE,,
ecv2020,8358,PR�MATURIT� DE MA FILLE,,
ecv2020,8359,VU SON AGE IL N'EST PEUT PS RECEVOIR LE VAA ET LE VAR,,
ecv2022,8360,CRAINDRE LA FIEVRE,,
ecv2020,8361,J'�tais en d�placement avec mon enfant dans notre village apr�s un conflit avec mon mari et l� ils ont refus� de le vacciner,,
ecv2020,8362,PAS DES SEANCES DES VACCINATIONS DANS LE VILLAGE,,
ecv2020,8363,D�placement de la m�re avec l'enfant dans les carri�res,,
ecv2020,8364,"D�placements d' une Province � une autre,et ne reconna�t plus les lieu de vaccination",,
ecv2020,8365,OUTLIE DATE DE RDV,,
ecv2022,8366,GREVE,,
ecv2020,8367,"CALENDRIER VACCINAL EN COURS
AUCUNE CAMPAGNE N'A ETE ORGANISEE DEPUIS LA NAISSANCE DU B�B�",,
ecv2021,8368,ENFANT NON AMENER AU SITE DE VACCINATION  DU FAIT QU'IL ETAIT AU CHAMPS AVEC SES PARENTS,,
ecv2021,8369,0CCUPÉE,,
ecv2020,8370,LES PATIENTS NE MA�TRISENT PAS LE CALENDRIER VACCINAL,,
ecv2020,8371,L'ENFANT N'A PAS ENCORE 9MOIS,,
ecv2021,8372,NÉGLIGENCE DE MÈRE,,
ecv2020,8373,Quand sa maman viendra,,
ecv2021,8374,DEPLACEMENT HORS AIRE,,
ecv2020,8375,PEMBI n'a pas encore compl�ter 9 mois pour recevoir VAR et VAA,,
ecv2020,8376,CS KATUTU,,
ecv2022,8377,ATTENDS 9MOIS,,
ecv2021,8378,DATE NON MENSIONNEE  SUR LA FICHE,,
ecv2021,8379,VOYAGE DE LA MERE AVEC L’ENFANT,,
ecv2020,8380,"OUBLI LE VACCIN VAA,VAR",,
ecv2020,8381,La m�re dit que l'enfant avait re�u tous les vaccins mais les infirmiers n'ont pas transcrit sur la fiche,,
ecv2020,8382,"Aucun obstacle, l,enfant n,a pas encore 9mois pour le VAR et VAA",,
ecv2020,8383,NEGLIGENCE DE LA FAMILLE ET HABITE LE CAMPEMENT,,
ecv2020,8384,Les autres b�n�ficie pour nos enfants c'est d�couragent,,
ecv2021,8385,HABITE LA FORÊT,,
ecv2022,8386,VACCIN NON DISPOSABLE,,
ecv2020,8387,NOUS N AVONS PAS VRAIMENT AVEC NOS TRAVAUX DE CHAMP,,
ecv2020,8388,AGE DE L'ENFANT NON ATTEINT,,
ecv2020,8389,Enfant moins de 9mois.,,
ecv2022,8390,RUPTURE DE VAA ET VAR AU NIVEAU DE FOSA,,
ecv2020,8391,AU CARRI�RE,,
ecv2022,8392,FAMILLE AU CHAMP,,
ecv2020,8393,LE CS NE SENSIBILISE PAS LA COMMUNAUTE SUR LA DATE ET L'HEURE DE LA VACCINATION,,
ecv2022,8394,LA FAMILLE ETAIT EN DEPLACEMENT,,
ecv2022,8395,DEPLACEMENT CO FLIT TWA BANTU,,
ecv2021,8396,NEGLIGENCE DE LA MERE POUR AMENER L'ENFANT A LA VACCINATION,,
ecv2021,8397,MULTIPLE SORTIS DES PARENTS,,
ecv2020,8398,J' ATTEND LE RENDEZ VOUS,,
ecv2020,8399,D�PLACEMENTS CONSTANTS,,
ecv2021,8400,GUERRE DANS  LE MILIEU,,
ecv2021,8401,PAS DE VACCIN AU CENTRE DE SANTE,,
ecv2022,8402,DÉCÈS DE LA MÈRE,,
ecv2020,8403,D'AUTRES VACCIN NE SONT PAS DISPONIBLE.,,
ecv2020,8404,Etudes,,
ecv2020,8405,S�JOUR PROLONG� AUX CHAMPS,,
ecv2022,8406,PARAISSE DE LA MAMAN,,
ecv2021,8407,VOYAGE DE TOUT LE MENAGE EN BROUSSE,,
ecv2020,8408,N�gligeance,,
ecv2022,8409,SA MAMAN EST DECEDE JUST A SA NAISSANCE,,
ecv2022,8410,SA RELIGION NE CROIT PAS EN LA VACCINATION,,
ecv2021,8411,RUPTURE EN VAR ET VAA  DEUX SEANCE,,
ecv2021,8412,INSTABILITE DE PARENTS SUITE A LA GUERRE,,
ecv2021,8413,Negligence,,
ecv2021,8414,"VACCINS NON MENTIONNÉ SUR LA FICHE DE VACCINATION, MAIS LA MÈRE DÉCLARE AVOIR PRIS LE VACCINS DE L’ENFANT",,
ecv2022,8415,LA MÈRE ÉTAIT EN VOYAGE AVEC L'ENFANT,,
ecv2022,8416,RUPTURE DE VACCINS,,
ecv2020,8417,M�re partie au deuil avec bebe,,
ecv2022,8418,PARENTS NON INFORMES DU CALENDRIER,,
ecv2022,8419,L'ENFANT COMPLETEMENT VACCINE SELON LES DECLARATION DE LA MERE,,
ecv2020,8420,TRAITEMENT PLAIE DE CIRCONCISION,,
ecv2020,8421,LE CS N'ORGANISE LES STRATEGIES AVANCEES ET NE COMMUNIQUE SUR LE LIEU ET DATE DE LA VACCINATION,,
ecv2021,8422,ABSENCE DE LA MÈRE,,
ecv2021,8423,LA MAMAN ÉTAIT EN VOYAGE AVEC L’ENFANT PUIS À SON RETOUR ELLE A TROUVÉ LA GREVE DES INFIRMIERS,,
ecv2022,8424,LA PARESSE DE LA MERE,,
ecv2022,8425,SAS RAISON,,
ecv2021,8426,RUPTURE BCG ET VOYAGE DE LA MERE POUR VAR,,
ecv2022,8427,DESAPROBATION,,
ecv2022,8428,CONFLIT DE LA MERE AVEC LES PRESTATAIRES,,
ecv2020,8429,J'AI �VIT� DE MELANGER LE VACCIN AVEC LE TRAITEMENT INDIG�NE..,,
ecv2021,8430,ENFANT AU CHAMPS AVEC SES PARENTS,,
ecv2021,8431,PAS DE REPONSE,,
ecv2020,8432,EN DEPLACEMENT ET N�GLIGENCE,,
ecv2020,8433,L'ENFANT N'A PAS ENCORE 9 MOIS,,
ecv2022,8434,CONFLITS COUTUMIERS,,
ecv2020,8435,RESTE VAA etbVAR,,
ecv2020,8436,�ge,,
ecv2020,8437,ENFANT N A PAST ENCORE ATTEINT L AGE DU DERNIER VACCIN,,
ecv2021,8438,MAMAN MALADE,,
ecv2020,8439,HONTE SUITE � LA MAUVAISE SANTE DE L 'ENFANT,,
ecv2020,8440,Les voyages vers les carr�s miniers,,
ecv2022,8441,CARTE LAISER A.LA MAISON,,
ecv2020,8442,PARCE QUE NOUS HABITONS LES CHAMPS,,
ecv2021,8443,POUR ALLER CULTIVER,,
ecv2022,8444,VACCINEE MAIS PAS ENREGISTEREE,,
ecv2021,8445,La maman  était en voyage voyage avec l'enfant,,
ecv2020,8446,N' A PAS ENCORE 9 MOIS,,
ecv2020,8447,"CALENDRIER VACCINAL EN COUR, 6 MOIS",,
ecv2020,8448,SES VACCINS SONT EN COURS,,
ecv2022,8449,PAS DE VACCINATION DE ROUTINE,,
ecv2022,8450,NON MAITRISE DU CALENDRIER VACCINAL,,
ecv2021,8451,DEPLACEMENT VERS LA FORET,,
ecv2020,8452,Tout termine sauf Rota 3 qui n'est pas au programme,,
ecv2021,8453,LA FATIGUE  D AMENÉ L ENFANT,,
ecv2022,8454,DÉPLACEMENT  DE LA FAMILLE  POUR  LA GUERRE  ENTRE DEUX  VILLAGES,,
ecv2020,8455,PARAISSE,,
ecv2020,8456,NAISSANCE  A DOMICILE PAS D INT�R�T POUR LE VACCIN,,
ecv2022,8457,LES INFIRMIERS NE FONT QUE NOUS RENVOYER D'ATTENDRE LES AUTRES ET NOUS ALLONS LES ATTENDRE JUSQU'À QUAND,,
ecv2020,8458,ELLE N'A PAS ENCORE ATTEINT 9MOIS,,
ecv2020,8459,"LE CHAMPS,NEGLIGENCE",,
ecv2020,8460,LES PARENTS ETAIENT ABSENT,,
ecv2022,8461,SOYEZ AU NOMBRE DE 10,,
ecv2020,8462,INDISPONIBILIT� DE LA MAMAN,,
ecv2020,8463,PHOBIE STRUCTURE SANITAIRE DU PERE DEPUIS DECES DE SON EPOUSE,,
ecv2020,8464,COMMERCE DE LA M�RE,,
ecv2021,8465,DEPLACEMENT MOMENTANNÉ DE LA FAMILLE,,
ecv2020,8466,LE VACCIN ENTRAINE L ANEMIE,,
ecv2020,8467,Vaccin donn� mais pas �crit sur carte,,
ecv2020,8468,N'as pas re�u VAT VAR,,
ecv2020,8469,DEUIL,,
ecv2021,8470,Travaux de champs,,
ecv2020,8471,VOYEGE DE LA MAMAN,,
ecv2021,8472,PLUS DE SENSIBILISATION SUR LA VACCINATION,,
ecv2021,8473,DÉPLACEMENT DE TOUTE LA FAMILLE POUR LA PÈCHE COMMUNÉMENT APPELÉE NDEKE,,
ecv2020,8474,CALENDRIER VACINAL EN COURS,,
ecv2021,8475,ABSENCE DE VPI ET ROTA,,
ecv2020,8476,"Souvent absente au village, je suis dans les campements agricoles et|o� pour la p�che.",,
ecv2020,8477,"ELLE N'ETAIT PAS SENSIBILISEE POUR VAR,VAA.",,
ecv2022,8478,NEGLIGENCE DES PARENTS,,
ecv2020,8479,L'ENFANT EST ABANDONN� PAR SA MAMAN,,
ecv2020,8480,VOYAGE AYANT OCCASIONN� UNE LONGUE ABSENCE DU DOMICILE,,
ecv2021,8481,FICHE NON REMPLI,,
ecv2020,8482,IGNORE LES JOURS DE LA VACCINATION,,
ecv2020,8483,N'A PAS ENCORE ATTEIND L'AGE,,
ecv2022,8484,NÉGLIGENCE DE LA MÈRE D'ALLER À LA VACCINATION,,
ecv2020,8485,L'OUBLI,,
ecv2020,8486,A CHAQUE VACCIN L ENFANT FAIT DE FIEVRE,,
ecv2021,8487,Peur d'être critiquée par l'infirmièr suite à la dechirure de la carte,,
ecv2022,8488,IL A TOUT REÇU ;SAUF IL N'A PAS NOTÉ,,
ecv2022,8489,PROBLEMES FAMILLIAL DONT MALADE DE PAPA,,
ecv2020,8490,"NOUS H�DONISTES, AIMONS PAS LE VACCIN",,
ecv2020,8491,D�PLACEMENT DE LA MAMAN,,
ecv2020,8492,PARESSE DE LA MERE DE L'ENFANT,,
ecv2020,8493,Seule la structure ne disposait de certains vaccins tels les rota,,
ecv2020,8494,IT MA INJURIE QUAND J AVAIS ACCOUCHE,,
ecv2020,8495,REFUS DE MERE D'AMENER LES ENFANTS A LA VACCINATION,,
ecv2020,8496,Accouche � domicile,,
ecv2021,8497,Je suis souvent  en Brousse pour les champs,,
ecv2020,8498,LE VACCIN DONNE LA MALADIE MAIS PERSONNE NE LE PREND EN CHARGE.,,
ecv2020,8499,L'ENFANT N'A PAS ATTEINT L'AGE.,,
ecv2021,8500,LA MORT DE MON PERE,,
ecv2020,8501,D'AUTRES VACCIN NON DISPONIBLE,,
ecv2020,8502,D�PLACEMENT DE PARENTS,,
ecv2020,8503,N�GLIGENCE DE LA MAMAN,,
ecv2020,8504,REFUS DE PARENT DE L'ENFANT,,
ecv2022,8505,FICHE DE VACCINATION VOLEE,,
ecv2020,8506,MANQUEMENT D� POSSIBILITES,,
ecv2021,8507,SUITE AU DEPLACEMENT DE LA MERE,,
ecv2020,8508,N A PAS ENCORE TOTALISE 9MOIS,,
ecv2020,8509,LA VACCINATION EST EN COURS,,
ecv2021,8510,PAS DE CICATRICE BCG,,
ecv2020,8511,ATTEND LA DERNI�RE SEANCE DE VACCINATION A 9 MOIS POUR FINALISER.,,
ecv2020,8512,MUTATION DU P�RE VERS UNE AUTRE PROVINCE,,
ecv2020,8513,Depuis l'�v�nement de COVID-19 nous n'avons pas encore vu les vaccinateurs pass�.,,
ecv2020,8514,IL N'A PAS ENCORE ATTEINT L'�GE,,
ecv2022,8515,"MOMENT DE VACCINATION INNOPORTUN INNOPORTUN, VOYAGE DE LA MERE...",,
ecv2020,8516,J'ai seulement de la paresse pour amener mon enfant � la vaccination.,,
ecv2020,8517,AGE NON ENCORE ATTEINT,,
ecv2020,8518,Calendrier en cours,,
ecv2020,8519,N�gligence de la maman surtout avec l'av�nement de Covid-19,,
ecv2020,8520,Travail au Campement agricole.,,
ecv2022,8521,NOUS ETIONS DANS DES CARRIÈRES MINIÈRES,,
ecv2020,8522,CHASSER PAR L'IT,,
ecv2021,8523,TOUT LE MENAGE EN DEPLACEMENT,,
ecv2020,8524,Le probl�mes de la maladie de chol�ra qui se vie dans le village serait un facteur de non acceccibilite,,
ecv2022,8525,IL FAUT DEMANDER AUX INFIRMIERS,,
ecv2021,8526,"REFUS DU VACCINS PAR MANQUE D,ÊTRE SERVI LA BOULLIE PLIMPINUT",,
ecv2020,8527,ATTEND L'AGE QUI CORESPOND A LA VACCINATION,,
ecv2021,8528,DEPLASEMENT,,
ecv2020,8529,L'enfant n'a que 7mois,,
ecv2022,8530,LA GUERRE INTER COMMUNAUTAIRE,,
ecv2020,8531,CHAMPS LOIN DU CENTRE,,
ecv2020,8532,ATTEND 9MOIS POUR LE VAR ET VAA,,
ecv2020,8533,PEUR DE COVID 19,,
ecv2020,8534,AU PROCHAIN RENDEZ VOUS,,
ecv2021,8535,AUTRES VACCINS NON DISPONIBLE,,
ecv2020,8536,NEGLIGENCE DE LA M�RE,,
ecv2020,8537,Pas r�ussi de vaccin,,
ecv2020,8538,ENCOURS D'ETRE VACCINEE,,
ecv2022,8539,RIPTURE  ROTA,,
ecv2020,8540,MERE NEGLIGENTE,,
ecv2020,8541,BELLE FAMILLE NA PAS VOULU,,
ecv2020,8542,D�placement de la maman,,
ecv2021,8543,VOYAGE MERE,,
ecv2022,8544,LES EPISODES DE FIEVRE APRES VACCINATION,,
ecv2020,8545,�ge moins de 9mois,,
ecv2022,8546,PARAISSE,,
ecv2020,8547,SON ENFANT A PRIS TOUT LES VACCINS,,
ecv2020,8548,L' enfant avait d�velopp� l' abc�s,,
ecv2020,8549,ABSENCE DE LA M�RE ET DE L'ENFANT LORS DE LA VACCINATION,,
ecv2020,8550,Pas encore totalise 9  mois selon la mere,,
ecv2022,8551,C0NFLIT COMMUNAUTAIRE AU VILLAGE QUE L' AUTRE,,
ecv2020,8552,L'ENFANT NA PAS ENCORE ATTEINT 9 MOIS,,
ecv2021,8553,LA MAMAN ÉTAIT EN VOYAGE,,
ecv2022,8554,NON PRISE EN CHARGE DES MANIFESTATIONS ADVERSES POST IMMUNISATION OU EFFETS SECONDAIRES DES VACCINS,,
ecv2021,8555,Négligence de la mère,,
ecv2020,8556,LE DEPLACEMENT DE PARENT ONT FAIT QUE GABI N'AIE PAS LE VPO0,,
ecv2020,8557,MANQUE D'ARGENT A DONNER,,
ecv2020,8558,MON ENFANT SE PORTE TR�S BIEN ALORS POUR LUI DONN� VACCINS,,
ecv2020,8559,l'enfant n'�tait pas encore sorti dans la maison pour aller a la vaccination,,
ecv2021,8560,Je n'avait  pas la fiche de la cps,,
ecv2020,8561,MERE SOUVENT EN VOYAGE AVEC SON ENFANT,,
ecv2021,8562,PAS SIGNALÉ PAR LE SOIGNANT,,
ecv2022,8563,NÉGLIGENCE DES PARENTS,,
ecv2021,8564,DÉPLACEMENT SUITE A LA GUERRE  LE JOUR DU RENDEZ-VOUS DE LA VACCINATION,,
ecv2022,8565,DEPLACEMENT POUR LES ACTIVITÉS CHAMPÊTRE,,
ecv2020,8566,ENNUIE,,
ecv2021,8567,INFLUENCE RELIGIEUSE,,
ecv2022,8568,VOYAGE 95 POUR RETRAIT DE FOND ET VISITE FAMILIALE,,
ecv2021,8569,DEUIL DE MON FILS,,
ecv2020,8570,PEUR DE VACCINS INJECTABLES,,
ecv2021,8571,MÈRE AU VOYAGE AU MOMENT PRÉVU POUR LE  VACCIN,,
ecv2021,8572,NE SAVAIT PAS QUE L'ENFANT N'A PAS RECU VPO0,,
ecv2022,8573,LE VOYAGE DE LA MERE AVEC L'ENFANT,,
ecv2020,8574,L'enfant �tait tr�s malade a la naissance et la maman marquait le lait maternel,,
ecv2020,8575,INONDATION DANS LA COMMUNE DE KATANGA A BARAKA,,
ecv2020,8576,Voyag�,,
ecv2022,8577,NEGLIGENCE,,
ecv2020,8578,N A PAS ENCORE ATTEINT L AGE,,
ecv2020,8579,NOUS SOMME A TOUT MOMENT AU CHAMPS,,
ecv2020,8580,Crainte que l'enfant sera plus malade,,
ecv2020,8581,PAS D ARGENT DE TRANSPORT,,
ecv2020,8582,ON ATTEND LE PROCHAINnACCIN,,
ecv2021,8583,COMPLETEMENT VACCINE  DIT PAR LES PRESTATAIRES,,
ecv2021,8584,VOYAGE DE LA MÈRE  VERS LE FERME,,
ecv2021,8585,MENAGE EN VOYAGE,,
ecv2021,8586,RUMEURS SUR LA VACCINATION DE COVID 19,,
ecv2021,8587,SOUS INFORMATIONS,,
ecv2020,8588,Je ne vois l'importance,,
ecv2020,8589,HABITE CAMPEMENT PUIS NEGLIGENCE DE LA MERE,,
ecv2022,8590,"NEGLIGENCE DU COUPLE, MERE OCCUPEE",,
ecv2021,8591,ENFANTS NE A LA FERME,,
ecv2021,8592,LA NEGLIGENCE DE LA MERE,,
ecv2022,8593,ENFANT NÉ DANS UN VILLAGE ÉLOIGNÉ DES SITES DE VACCINATION,,
ecv2021,8594,OUBLIER DE COCHER SUR LA FICHE PAR LES PERSONNELS SOIGNANT MAIS MON ENFANT A RECU TOUT LE VACCIN,,
ecv2020,8595,PAS de temps,,
ecv2022,8596,RUMEUR VACCIN COVID,,
ecv2021,8597,DÉCÈS DU PÈRE DE L'ENFANT ET VOYAGE DANS LE VILLAGE DE SA MERE.,,
ecv2022,8598,MAMAN ETAIT EN DEPLACEMENT  AVEC L ENFANT,,
ecv2021,8599,Enfant vacciner non ecrit,,
ecv2020,8600,L'ENFANT NA PAS ATTEINT 9 MOIS,,
ecv2020,8601,Selon la m�re il a b�n�ficie le vaccin mais sur la fiche non repris la date de vaccination,,
ecv2020,8602,L'enfant est en cours de son calendrier vaccinale,,
ecv2020,8603,"REFUS DE LA MARE CAR L'ENFANT ETAIT TOMBE MALADE, A LA 1ere  SEANCE et POUR LE SOIGNER ON LUI AVAIT EXIG� L'ARGENT.",,
ecv2021,8604,LA MÈRE  ABSENTE,,
ecv2022,8605,TRAVAUX  DE CHAMPS,,
ecv2020,8606,J'AVAIS EFFECTUE DE DEPLACEMENT AU MOMENT DE LA VACCINATION,,
ecv2021,8607,PEUR D'ATTRAPER LE CORONA VIRUS,,
ecv2020,8608,L'enfant attend le rendez vous pour terminer son fermier vaccins de 9 mois,,
ecv2021,8609,MERE MALADE,,
ecv2020,8610,A MOIS QUE PREVU,,
ecv2020,8611,Rumeurs vaccin COVID associ� au calendrier vaccinal de l'enfant,,
ecv2020,8612,SA MAMAN ETAIT D�C�D�E,,
ecv2022,8613,MANQUE DE MOYEN,,
ecv2020,8614,DUEIL,,
ecv2020,8615,LA MAMAN �TAIT ARRIV�E AU CENTRE EN RETARD,,
ecv2021,8616,"MON FILS AVAIT RECU 5 FOIS LES VACCINS , JE SUIS ETONNEE QUE LA CARTE NE SOIT PAS REMPLIE.",,
ecv2021,8617,REFUS DES GRANDS-PARENTS,,
ecv2020,8618,LA MAMAN A REFUS� DE PRENDRE A CAUSE DE REFUS DE L'INFIRMIER AVEC LE PLUMPYNUT,,
ecv2022,8619,PAR FOIS LES PARENTS SONT AU CHAMPS,,
ecv2020,8620,CONFLIT ENTRE LE P�RE DE L'ENFANT ET L'INFIRMIER TITULAIRE DE L'AIRE DE SANT�,,
ecv2021,8621,Déplacement,,
ecv2020,8622,SUIS DANS LA FERME LUBIMBI OU JE FAIS MES TRAVAUX CHAMPETRES LES VACCINATEURS NE VIENNENT PAS LA BAS,,
ecv2020,8623,ENFANT EN VOYAGE AVEC SA M�RE,,
ecv2020,8624,VACCIN PRIS MAIS PAS �CRIS SUR LA FICHE,,
ecv2020,8625,MONAMA,,
ecv2020,8626,MERE TROP OCCUPE,,
ecv2020,8627,"Vu d'effectifs moindres des enfants a' vacciner, le vaccinateur pr�f�re attendre un grand nombre d'enfant pour d�marrer la vaccination de peur a' utiliser abusivement les vaccins .",,
ecv2022,8628,TRAVAUX DE  CHAMP,,
ecv2020,8629,MAMAN AVAIT OUBLIER DE REVENIR,,
ecv2021,8630,C'EST LE MÊME VACCIN QUE CELUI DU CORONA,,
ecv2020,8631,DEPLACEMENT DANS LA CAMPAGNE,,
ecv2020,8632,La m�re d�clare que son enfant est compl�tement vaccin� mais ignore le nombre de fois que certains vaccins ont �t� administr� et la fiche se trouve gard� au centre.,,
ecv2022,8633,DEPLACEMENT DU MILIEU,,
ecv2020,8634,Victoire a encore 6 mois,,
ecv2020,8635,VACCINS EN COURS,,
ecv2020,8636,UN VACCIN ETE ABSENT ET IL LUI RESTE LES DOSES DE 9 MOIS,,
ecv2022,8637,MAL ORGANISATION DES SEANCES,,
ecv2022,8638,DEPLACEMENT POUR LE TRAVAIL AUX FERMES,,
ecv2020,8639,Rupture en vaccin au mois de 3 trois 2020,,
ecv2020,8640,M�RE ETAIT HOSPITALIS� A LA MEME STRUCTURE,,
ecv2022,8641,LE LIEU DE RESIDENCE N A PAS LE SERVICE VACCINATION,,
ecv2021,8642,NOUS SOMMES ENCORE DES VISITEURS ICI.,,
ecv2020,8643,OUBLIE CERTAINS JOURS DE RDV ET CALENDRIER VACCINALE EN COURS,,
ecv2020,8644,D�placement de toute sa famille vers une autre Region,,
ecv2020,8645,CV ENCORE EN COURS,,
ecv2021,8646,NON VACCINE,,
ecv2020,8647,D�placement vers une autre province,,
ecv2020,8648,Displacement,,
ecv2021,8649,CONFLITS ARMES,,
ecv2020,8650,MANQUE DE MOTIVATION DE LA MERE,,
ecv2020,8651,Rupture au niveau provincial,,
ecv2020,8652,EN DEUILLE LORS DU RENDEZ VOUS ET AUSSI L ENFANT N A PAS  ENCORE 9 MOIS,,
ecv2020,8653,A 7 mois,,
ecv2020,8654,"PARSEQUE L'ENFANT A ENCORE 8, IL LUI RESTE VAR ET VAA QUI SE DONNE A 9MOIS",,
ecv2020,8655,INSTABILITE FAMILIALE SUITE A L'ETAT DE SANTE PRECAIRE D'AUTRES ENFANTS NECESSITANT UN SUIVI PERMANENT,,
ecv2020,8656,PARESSE ET NEGLIGENCE,,
ecv2020,8657,OUBLIE  DE L� MERE,,
ecv2020,8658,VICTORINE VU SON AGE;N:EST PEUX PAS RECEVOIR LE VAA ET LE VAR,,
ecv2022,8659,INSTABILITE,,
ecv2020,8660,ACOUCHEMENT A DOMICIL,,
ecv2021,8661,A CAUSE DE LA GRÈVE,,
ecv2020,8662,LA GUERRE DANS LE MILIEU/ELLE EST D�PLACEE,,
ecv2020,8663,DEPLACEMENT VERS  UN VILLAGE,,
